n,survival_conservative|manual_200us,survival_conservative|manual_400us,survival_conservative|manual_600us,survival_conservative|ml_400us,survival_heating|manual_200us,survival_heating|manual_400us,survival_heating|manual_600us,survival_heating|ml_400us,survival_disorder|manual_200us,survival_disorder|manual_400us,survival_disorder|manual_600us,survival_disorder|ml_400us,survival_full|manual_200us,survival_full|manual_400us,survival_full|manual_600us,survival_full|ml_400us
20,0.7890625,1.0,1.0,1.0,0.78515625,1.0,1.0,1.0,0.6484375,0.9921875,1.0,1.0,0.6796875,0.99609375,1.0,0.9921875
21,0.765625,1.0,1.0,1.0,0.7734375,1.0,1.0,1.0,0.61328125,0.9921875,1.0,1.0,0.65234375,0.99609375,1.0,0.9921875
22,0.76171875,1.0,1.0,1.0,0.76171875,1.0,1.0,1.0,0.58984375,0.9921875,1.0,1.0,0.6328125,0.99609375,1.0,0.9921875
23,0.75,1.0,1.0,1.0,0.75390625,1.0,1.0,1.0,0.56640625,0.9921875,1.0,1.0,0.59375,0.99609375,1.0,0.9921875
24,0.73828125,1.0,1.0,1.0,0.74609375,1.0,1.0,1.0,0.546875,0.9921875,1.0,1.0,0.578125,0.99609375,1.0,0.9921875
25,0.71875,1.0,1.0,1.0,0.7421875,1.0,1.0,1.0,0.53515625,0.98828125,1.0,1.0,0.5546875,0.99609375,1.0,0.9921875
26,0.7109375,1.0,1.0,1.0,0.7265625,1.0,1.0,1.0,0.5234375,0.98828125,1.0,1.0,0.53125,0.99609375,1.0,0.9921875
27,0.69921875,1.0,1.0,1.0,0.71875,1.0,1.0,1.0,0.4765625,0.984375,1.0,1.0,0.50390625,0.99609375,1.0,0.9921875
28,0.69921875,1.0,1.0,1.0,0.7109375,1.0,1.0,1.0,0.47265625,0.984375,1.0,1.0,0.4765625,0.99609375,1.0,0.9921875
29,0.6953125,1.0,1.0,1.0,0.6953125,1.0,1.0,1.0,0.46484375,0.984375,1.0,1.0,0.46484375,0.9921875,1.0,0.98828125
30,0.69140625,1.0,1.0,1.0,0.67578125,1.0,1.0,1.0,0.44921875,0.984375,1.0,1.0,0.4609375,0.9921875,1.0,0.98828125
31,0.68359375,1.0,1.0,1.0,0.6640625,1.0,1.0,1.0,0.4375,0.984375,1.0,0.9921875,0.453125,0.984375,1.0,0.98828125
32,0.67578125,1.0,1.0,1.0,0.65625,1.0,1.0,1.0,0.4375,0.984375,1.0,0.9921875,0.453125,0.984375,1.0,0.98828125
33,0.6640625,1.0,1.0,1.0,0.65234375,1.0,1.0,1.0,0.42578125,0.984375,1.0,0.9921875,0.43359375,0.98046875,1.0,0.98046875
34,0.65234375,1.0,1.0,1.0,0.64453125,1.0,1.0,1.0,0.42578125,0.984375,1.0,0.9921875,0.42578125,0.98046875,1.0,0.98046875
35,0.6484375,1.0,1.0,1.0,0.640625,1.0,1.0,1.0,0.41796875,0.98046875,1.0,0.98828125,0.421875,0.96875,1.0,0.9765625
36,0.6484375,1.0,1.0,1.0,0.63671875,1.0,1.0,1.0,0.41015625,0.98046875,1.0,0.98828125,0.40625,0.96484375,1.0,0.9765625
37,0.640625,1.0,1.0,1.0,0.6328125,1.0,1.0,1.0,0.40625,0.98046875,1.0,0.98046875,0.390625,0.96484375,1.0,0.9765625
38,0.6328125,1.0,1.0,1.0,0.6328125,1.0,1.0,1.0,0.390625,0.98046875,1.0,0.98046875,0.38671875,0.96484375,1.0,0.97265625
39,0.62890625,1.0,1.0,1.0,0.62109375,1.0,1.0,1.0,0.3828125,0.98046875,1.0,0.96875,0.37109375,0.9609375,0.99609375,0.97265625
40,0.625,1.0,1.0,1.0,0.6171875,1.0,1.0,1.0,0.3828125,0.9765625,1.0,0.96484375,0.3671875,0.9609375,0.99609375,0.97265625
41,0.625,1.0,1.0,1.0,0.6015625,1.0,1.0,1.0,0.3671875,0.9765625,1.0,0.95703125,0.359375,0.95703125,0.99609375,0.97265625
42,0.62109375,1.0,1.0,1.0,0.6015625,1.0,1.0,1.0,0.36328125,0.9765625,1.0,0.95703125,0.35546875,0.95703125,0.99609375,0.97265625
43,0.59765625,1.0,1.0,1.0,0.6015625,1.0,1.0,1.0,0.35546875,0.9765625,1.0,0.953125,0.33984375,0.953125,0.99609375,0.96875
44,0.5859375,1.0,1.0,1.0,0.6015625,1.0,1.0,1.0,0.3515625,0.97265625,1.0,0.953125,0.32421875,0.953125,0.99609375,0.96875
45,0.578125,1.0,1.0,1.0,0.58984375,1.0,1.0,1.0,0.3515625,0.96875,1.0,0.9453125,0.31640625,0.953125,0.99609375,0.96875
46,0.57421875,1.0,1.0,1.0,0.58203125,1.0,1.0,1.0,0.34375,0.96875,1.0,0.9453125,0.3125,0.953125,0.99609375,0.96875
47,0.5703125,1.0,1.0,1.0,0.578125,1.0,1.0,1.0,0.33984375,0.96875,1.0,0.9453125,0.3125,0.94921875,0.99609375,0.9609375
48,0.5703125,1.0,1.0,1.0,0.5703125,1.0,1.0,1.0,0.328125,0.96875,1.0,0.9453125,0.3046875,0.94921875,0.99609375,0.9609375
49,0.56640625,1.0,1.0,1.0,0.5703125,1.0,1.0,1.0,0.32421875,0.96875,1.0,0.94140625,0.29296875,0.94921875,0.99609375,0.953125
50,0.56640625,1.0,1.0,1.0,0.5703125,1.0,1.0,1.0,0.30859375,0.96875,1.0,0.9375,0.28515625,0.94921875,0.99609375,0.953125
51,0.55859375,1.0,1.0,1.0,0.56640625,1.0,1.0,1.0,0.296875,0.96875,1.0,0.9375,0.27734375,0.9453125,0.99609375,0.94921875
52,0.55859375,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.29296875,0.96484375,1.0,0.9375,0.2734375,0.9453125,0.99609375,0.94921875
53,0.55859375,1.0,1.0,1.0,0.5546875,1.0,1.0,1.0,0.29296875,0.9609375,1.0,0.93359375,0.26953125,0.9453125,0.99609375,0.9453125
54,0.55859375,1.0,1.0,1.0,0.5546875,1.0,1.0,1.0,0.28125,0.9609375,1.0,0.93359375,0.265625,0.9453125,0.99609375,0.9453125
55,0.5546875,1.0,1.0,1.0,0.55078125,1.0,1.0,1.0,0.2578125,0.95703125,1.0,0.9296875,0.2578125,0.9375,0.99609375,0.9375
56,0.5546875,1.0,1.0,1.0,0.546875,1.0,1.0,1.0,0.2578125,0.95703125,1.0,0.9296875,0.24609375,0.9375,0.99609375,0.9375
57,0.54296875,1.0,1.0,1.0,0.546875,1.0,1.0,1.0,0.25390625,0.953125,1.0,0.92578125,0.23828125,0.9375,0.99609375,0.9296875
58,0.5390625,1.0,1.0,1.0,0.546875,1.0,1.0,1.0,0.24609375,0.953125,1.0,0.92578125,0.23828125,0.93359375,0.99609375,0.9296875
59,0.53515625,1.0,1.0,1.0,0.54296875,1.0,1.0,1.0,0.234375,0.953125,1.0,0.921875,0.234375,0.93359375,0.99609375,0.92578125
60,0.53515625,1.0,1.0,1.0,0.54296875,1.0,1.0,1.0,0.234375,0.953125,1.0,0.921875,0.234375,0.93359375,0.99609375,0.92578125
